	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
PLATEI_G_12	12591	11077	11077	11077 (3044 uniques)	11013 (29 uniques)	10902 (25 uniques)	10637 (23 uniques)	10637 (23 uniques)	10637 (23 uniques)	10637 (22 uniques)	9131 (21 uniques)	9131 (21 uniques)	3000 (21 uniques)	3000 (21 uniques)
PLATEIII_B_1	4517	4009	4009	4009 (1694 uniques)	3958 (42 uniques)	3902 (38 uniques)	3228 (29 uniques)	3228 (29 uniques)	3228 (29 uniques)	3228 (23 uniques)	3110 (22 uniques)	3110 (22 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEIII_B_4	19085	16320	16320	16320 (5770 uniques)	16234 (45 uniques)	16100 (57 uniques)	15917 (47 uniques)	15917 (47 uniques)	15917 (47 uniques)	15917 (24 uniques)	15665 (22 uniques)	15665 (22 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEII_C_6	11672	10151	10151	10151 (2716 uniques)	10119 (39 uniques)	10010 (42 uniques)	10010 (36 uniques)	10010 (36 uniques)	10010 (36 uniques)	10010 (26 uniques)	9611 (22 uniques)	9611 (22 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEI_C_9	15620	13281	13281	13281 (4263 uniques)	13071 (41 uniques)	12692 (39 uniques)	12587 (33 uniques)	12587 (33 uniques)	12587 (33 uniques)	12587 (26 uniques)	10832 (23 uniques)	10832 (23 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEI_D_4	13587	11875	11875	11875 (4064 uniques)	11763 (48 uniques)	11536 (51 uniques)	11161 (42 uniques)	11161 (42 uniques)	11161 (42 uniques)	11161 (23 uniques)	11129 (22 uniques)	11129 (22 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEI_F_11	15754	14232	14232	14232 (4547 uniques)	14167 (54 uniques)	14003 (55 uniques)	13009 (35 uniques)	13009 (35 uniques)	13009 (35 uniques)	13009 (24 uniques)	13000 (23 uniques)	13000 (23 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEI_G_10	14438	12903	12903	12903 (3759 uniques)	12805 (31 uniques)	12609 (30 uniques)	12512 (27 uniques)	12512 (27 uniques)	12512 (27 uniques)	12512 (24 uniques)	11100 (23 uniques)	11100 (23 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEVI_E_9	16944	15176	15176	15176 (4859 uniques)	15037 (53 uniques)	14792 (54 uniques)	14025 (38 uniques)	14025 (38 uniques)	14025 (38 uniques)	14025 (27 uniques)	13983 (23 uniques)	13983 (23 uniques)	3000 (22 uniques)	3000 (22 uniques)
PLATEIV_D_4	89646	81063	81063	81063 (27661 uniques)	80852 (362 uniques)	64152 (410 uniques)	51527 (359 uniques)	51527 (359 uniques)	51527 (359 uniques)	51527 (256 uniques)	40418 (230 uniques)	40418 (230 uniques)	3000 (220 uniques)	3000 (220 uniques)
PLATEII_C_5	130220	118936	118936	118936 (29376 uniques)	118746 (392 uniques)	117376 (525 uniques)	117226 (447 uniques)	117127 (445 uniques)	117127 (445 uniques)	117127 (273 uniques)	116460 (265 uniques)	116460 (265 uniques)	3000 (223 uniques)	3000 (220 uniques)
PLATEIII_A_10	17333	15523	15523	15523 (5173 uniques)	15375 (49 uniques)	15110 (55 uniques)	15110 (48 uniques)	15110 (48 uniques)	15110 (48 uniques)	15110 (24 uniques)	15095 (23 uniques)	15095 (23 uniques)	3000 (23 uniques)	3000 (23 uniques)
PLATEIII_B_6	26515	21352	21352	21352 (7665 uniques)	21276 (67 uniques)	20903 (71 uniques)	17678 (39 uniques)	17678 (39 uniques)	17678 (39 uniques)	17678 (26 uniques)	17383 (24 uniques)	17383 (24 uniques)	3000 (23 uniques)	3000 (23 uniques)
PLATEII_H_4	4892	4287	4287	4287 (1385 uniques)	4236 (37 uniques)	4147 (37 uniques)	4133 (32 uniques)	4133 (32 uniques)	4133 (32 uniques)	4133 (26 uniques)	3280 (23 uniques)	3280 (23 uniques)	3000 (23 uniques)	3000 (23 uniques)
PLATEIV_B_11	12902	10957	10957	10957 (3541 uniques)	10878 (42 uniques)	10838 (48 uniques)	10403 (37 uniques)	10403 (37 uniques)	10403 (37 uniques)	10403 (25 uniques)	10210 (23 uniques)	10210 (23 uniques)	3000 (23 uniques)	3000 (23 uniques)
PLATEI_E_6	15110	12640	12640	12640 (4142 uniques)	12579 (60 uniques)	12490 (68 uniques)	10550 (37 uniques)	10550 (37 uniques)	10550 (37 uniques)	10550 (26 uniques)	9712 (23 uniques)	9712 (23 uniques)	3000 (23 uniques)	3000 (23 uniques)
